"pair_id","split_original","split_stratified","split_family_ood","source_family","source_kind","input_png","mask_png","density_npy","direction_xy_npy","direction_axis_npy","direction_confidence_npy","boundary_png","centerline_png","color_layer_png","path_order_npy","path_order_preview_png","stitch_type_heuristic_png","entry_exit_keypoints_json","entry_exit_preview_png","direction_axis_preview_png","source_dst","segments","mask_pixels","mask_ratio","mean_direction_confidence","low_direction_confidence_ratio","width_mm","height_mm","aspect_ratio","mm_per_px_est","qa_flags","canonical_split","leakage_if_using_old_pretrain","axis_valid_mask_png","cleaned_color_layer_png","cleaned_color_layer_preview_png","segment_id_map_npy","endpoint_heatmap_npy","entry_exit_per_segment_json","path_graph_json","geometry_graph_preview_png","axis_valid_pixels","axis_valid_coverage_on_mask","path_graph_nodes","path_graph_edges","color_island_removed_pixels","dataset2_qa_flags"
"dst3322_00048_d3061","train","train","ood_test","d","dst_rendered","images\dst3322_00048_d3061.png","labels\dst3322_00048_d3061_mask.png","labels\dst3322_00048_d3061_density.npy","labels\dst3322_00048_d3061_direction_xy.npy","labels\dst3322_00048_d3061_direction_axis.npy","labels\dst3322_00048_d3061_direction_confidence.npy","labels\dst3322_00048_d3061_boundary.png","labels\dst3322_00048_d3061_centerline.png","labels\dst3322_00048_d3061_color_layer.png","labels\dst3322_00048_d3061_path_order.npy","previews\dst3322_00048_d3061_path_order_preview.png","labels\dst3322_00048_d3061_stitch_type_heuristic.png","labels\dst3322_00048_d3061_entry_exit_keypoints.json","previews\dst3322_00048_d3061_entry_exit_preview.png","previews\dst3322_00048_d3061_direction_axis_preview.png","external/raw_embroidery/d3061.dst","4710","16440","0.250854","0.15704","0.735827","78.3","90.6","1.157088","0.397368","weak_direction_label","train","False","labels\dst3322_00048_d3061_axis_valid_mask.png","labels\dst3322_00048_d3061_cleaned_color_layer.png","previews\dst3322_00048_d3061_cleaned_color_layer_preview.png","labels\dst3322_00048_d3061_segment_id_map.npy","labels\dst3322_00048_d3061_endpoint_heatmap.npy","graphs\dst3322_00048_d3061_entry_exit_per_segment.json","graphs\dst3322_00048_d3061_path_graph.json","previews\dst3322_00048_d3061_geometry_graph_preview.png","4343","0.264173","28","112","12","color_islands_cleaned|weak_direction_label"
"dst3322_00049_PLFL1065","train","train","train","PLFL","dst_rendered","images\dst3322_00049_PLFL1065.png","labels\dst3322_00049_PLFL1065_mask.png","labels\dst3322_00049_PLFL1065_density.npy","labels\dst3322_00049_PLFL1065_direction_xy.npy","labels\dst3322_00049_PLFL1065_direction_axis.npy","labels\dst3322_00049_PLFL1065_direction_confidence.npy","labels\dst3322_00049_PLFL1065_boundary.png","labels\dst3322_00049_PLFL1065_centerline.png","labels\dst3322_00049_PLFL1065_color_layer.png","labels\dst3322_00049_PLFL1065_path_order.npy","previews\dst3322_00049_PLFL1065_path_order_preview.png","labels\dst3322_00049_PLFL1065_stitch_type_heuristic.png","labels\dst3322_00049_PLFL1065_entry_exit_keypoints.json","previews\dst3322_00049_PLFL1065_entry_exit_preview.png","previews\dst3322_00049_PLFL1065_direction_axis_preview.png","external/raw_embroidery/PLFL1065.DST","3184","6425","0.098038","0.105146","0.918911","44.8","95.1","2.122768","0.417105","sparse_mask|weak_direction_label","train","False","labels\dst3322_00049_PLFL1065_axis_valid_mask.png","labels\dst3322_00049_PLFL1065_cleaned_color_layer.png","previews\dst3322_00049_PLFL1065_cleaned_color_layer_preview.png","labels\dst3322_00049_PLFL1065_segment_id_map.npy","labels\dst3322_00049_PLFL1065_endpoint_heatmap.npy","graphs\dst3322_00049_PLFL1065_entry_exit_per_segment.json","graphs\dst3322_00049_PLFL1065_path_graph.json","previews\dst3322_00049_PLFL1065_geometry_graph_preview.png","521","0.081089","11","44","0","sparse_mask|weak_direction_label"
"dst3322_00050_0601","train","train","ood_test","060","dst_rendered","images\dst3322_00050_0601.png","labels\dst3322_00050_0601_mask.png","labels\dst3322_00050_0601_density.npy","labels\dst3322_00050_0601_direction_xy.npy","labels\dst3322_00050_0601_direction_axis.npy","labels\dst3322_00050_0601_direction_confidence.npy","labels\dst3322_00050_0601_boundary.png","labels\dst3322_00050_0601_centerline.png","labels\dst3322_00050_0601_color_layer.png","labels\dst3322_00050_0601_path_order.npy","previews\dst3322_00050_0601_path_order_preview.png","labels\dst3322_00050_0601_stitch_type_heuristic.png","labels\dst3322_00050_0601_entry_exit_keypoints.json","previews\dst3322_00050_0601_entry_exit_preview.png","previews\dst3322_00050_0601_direction_axis_preview.png","external/raw_embroidery/0601.dst","17077","31065","0.474014","0.195381","0.54196","81.5","99.3","1.218405","0.435526","weak_direction_label","train","False","labels\dst3322_00050_0601_axis_valid_mask.png","labels\dst3322_00050_0601_cleaned_color_layer.png","previews\dst3322_00050_0601_cleaned_color_layer_preview.png","labels\dst3322_00050_0601_segment_id_map.npy","labels\dst3322_00050_0601_endpoint_heatmap.npy","graphs\dst3322_00050_0601_entry_exit_per_segment.json","graphs\dst3322_00050_0601_path_graph.json","previews\dst3322_00050_0601_geometry_graph_preview.png","14229","0.45804","32","128","577","color_islands_cleaned|weak_direction_label"
"dst3322_00051_M6","train","train","ood_val","M","dst_rendered","images\dst3322_00051_M6.png","labels\dst3322_00051_M6_mask.png","labels\dst3322_00051_M6_density.npy","labels\dst3322_00051_M6_direction_xy.npy","labels\dst3322_00051_M6_direction_axis.npy","labels\dst3322_00051_M6_direction_confidence.npy","labels\dst3322_00051_M6_boundary.png","labels\dst3322_00051_M6_centerline.png","labels\dst3322_00051_M6_color_layer.png","labels\dst3322_00051_M6_path_order.npy","previews\dst3322_00051_M6_path_order_preview.png","labels\dst3322_00051_M6_stitch_type_heuristic.png","labels\dst3322_00051_M6_entry_exit_keypoints.json","previews\dst3322_00051_M6_entry_exit_preview.png","previews\dst3322_00051_M6_direction_axis_preview.png","external/raw_embroidery/M6.DST","1261","11726","0.178925","0.226744","0.459833","38.9","16.3","2.386503","0.170614","","train","False","labels\dst3322_00051_M6_axis_valid_mask.png","labels\dst3322_00051_M6_cleaned_color_layer.png","previews\dst3322_00051_M6_cleaned_color_layer_preview.png","labels\dst3322_00051_M6_segment_id_map.npy","labels\dst3322_00051_M6_endpoint_heatmap.npy","graphs\dst3322_00051_M6_entry_exit_per_segment.json","graphs\dst3322_00051_M6_path_graph.json","previews\dst3322_00051_M6_geometry_graph_preview.png","6334","0.540167","2","2","1","color_islands_cleaned"
"dst3322_00052_BADG3006","train","train","train","BADG","dst_rendered","images\dst3322_00052_BADG3006.png","labels\dst3322_00052_BADG3006_mask.png","labels\dst3322_00052_BADG3006_density.npy","labels\dst3322_00052_BADG3006_direction_xy.npy","labels\dst3322_00052_BADG3006_direction_axis.npy","labels\dst3322_00052_BADG3006_direction_confidence.npy","labels\dst3322_00052_BADG3006_boundary.png","labels\dst3322_00052_BADG3006_centerline.png","labels\dst3322_00052_BADG3006_color_layer.png","labels\dst3322_00052_BADG3006_path_order.npy","previews\dst3322_00052_BADG3006_path_order_preview.png","labels\dst3322_00052_BADG3006_stitch_type_heuristic.png","labels\dst3322_00052_BADG3006_entry_exit_keypoints.json","previews\dst3322_00052_BADG3006_entry_exit_preview.png","previews\dst3322_00052_BADG3006_direction_axis_preview.png","external/raw_embroidery/BADG3006.DST","10625","31903","0.486801","0.146977","0.768047","89.6","89.3","1.003359","0.392982","weak_direction_label","train","False","labels\dst3322_00052_BADG3006_axis_valid_mask.png","labels\dst3322_00052_BADG3006_cleaned_color_layer.png","previews\dst3322_00052_BADG3006_cleaned_color_layer_preview.png","labels\dst3322_00052_BADG3006_segment_id_map.npy","labels\dst3322_00052_BADG3006_endpoint_heatmap.npy","graphs\dst3322_00052_BADG3006_entry_exit_per_segment.json","graphs\dst3322_00052_BADG3006_path_graph.json","previews\dst3322_00052_BADG3006_geometry_graph_preview.png","7400","0.231953","4","12","0","weak_direction_label"
"dst3322_00053_97101708","train","train","train","971","dst_rendered","images\dst3322_00053_97101708.png","labels\dst3322_00053_97101708_mask.png","labels\dst3322_00053_97101708_density.npy","labels\dst3322_00053_97101708_direction_xy.npy","labels\dst3322_00053_97101708_direction_axis.npy","labels\dst3322_00053_97101708_direction_confidence.npy","labels\dst3322_00053_97101708_boundary.png","labels\dst3322_00053_97101708_centerline.png","labels\dst3322_00053_97101708_color_layer.png","labels\dst3322_00053_97101708_path_order.npy","previews\dst3322_00053_97101708_path_order_preview.png","labels\dst3322_00053_97101708_stitch_type_heuristic.png","labels\dst3322_00053_97101708_entry_exit_keypoints.json","previews\dst3322_00053_97101708_entry_exit_preview.png","previews\dst3322_00053_97101708_direction_axis_preview.png","external/raw_embroidery/97101708.DST","41839","17426","0.2659","0.097996","0.926317","225.5","193.4","1.165977","0.989035","weak_direction_label|high_complexity","train","False","labels\dst3322_00053_97101708_axis_valid_mask.png","labels\dst3322_00053_97101708_cleaned_color_layer.png","previews\dst3322_00053_97101708_cleaned_color_layer_preview.png","labels\dst3322_00053_97101708_segment_id_map.npy","labels\dst3322_00053_97101708_endpoint_heatmap.npy","graphs\dst3322_00053_97101708_entry_exit_per_segment.json","graphs\dst3322_00053_97101708_path_graph.json","previews\dst3322_00053_97101708_geometry_graph_preview.png","1284","0.073683","74","296","155","color_islands_cleaned|high_complexity|weak_direction_label"
"dst3322_00054_d2765","train","train","ood_test","d","dst_rendered","images\dst3322_00054_d2765.png","labels\dst3322_00054_d2765_mask.png","labels\dst3322_00054_d2765_density.npy","labels\dst3322_00054_d2765_direction_xy.npy","labels\dst3322_00054_d2765_direction_axis.npy","labels\dst3322_00054_d2765_direction_confidence.npy","labels\dst3322_00054_d2765_boundary.png","labels\dst3322_00054_d2765_centerline.png","labels\dst3322_00054_d2765_color_layer.png","labels\dst3322_00054_d2765_path_order.npy","previews\dst3322_00054_d2765_path_order_preview.png","labels\dst3322_00054_d2765_stitch_type_heuristic.png","labels\dst3322_00054_d2765_entry_exit_keypoints.json","previews\dst3322_00054_d2765_entry_exit_preview.png","previews\dst3322_00054_d2765_direction_axis_preview.png","external/raw_embroidery/d2765.dst","4195","14146","0.215851","0.268341","0.689241","96.0","100.0","1.041667","0.438596","weak_direction_label","train","False","labels\dst3322_00054_d2765_axis_valid_mask.png","labels\dst3322_00054_d2765_cleaned_color_layer.png","previews\dst3322_00054_d2765_cleaned_color_layer_preview.png","labels\dst3322_00054_d2765_segment_id_map.npy","labels\dst3322_00054_d2765_endpoint_heatmap.npy","graphs\dst3322_00054_d2765_entry_exit_per_segment.json","graphs\dst3322_00054_d2765_path_graph.json","previews\dst3322_00054_d2765_geometry_graph_preview.png","4396","0.310759","1","0","0","weak_direction_label"
"dst3322_00055_d2586","train","test","ood_test","d","dst_rendered","images\dst3322_00055_d2586.png","labels\dst3322_00055_d2586_mask.png","labels\dst3322_00055_d2586_density.npy","labels\dst3322_00055_d2586_direction_xy.npy","labels\dst3322_00055_d2586_direction_axis.npy","labels\dst3322_00055_d2586_direction_confidence.npy","labels\dst3322_00055_d2586_boundary.png","labels\dst3322_00055_d2586_centerline.png","labels\dst3322_00055_d2586_color_layer.png","labels\dst3322_00055_d2586_path_order.npy","previews\dst3322_00055_d2586_path_order_preview.png","labels\dst3322_00055_d2586_stitch_type_heuristic.png","labels\dst3322_00055_d2586_entry_exit_keypoints.json","previews\dst3322_00055_d2586_entry_exit_preview.png","previews\dst3322_00055_d2586_direction_axis_preview.png","external/raw_embroidery/d2586.dst","1205","3232","0.049316","0.097974","0.810334","52.9","134.8","2.548204","0.591228","very_sparse_mask|weak_direction_label","train","False","labels\dst3322_00055_d2586_axis_valid_mask.png","labels\dst3322_00055_d2586_cleaned_color_layer.png","previews\dst3322_00055_d2586_cleaned_color_layer_preview.png","labels\dst3322_00055_d2586_segment_id_map.npy","labels\dst3322_00055_d2586_endpoint_heatmap.npy","graphs\dst3322_00055_d2586_entry_exit_per_segment.json","graphs\dst3322_00055_d2586_path_graph.json","previews\dst3322_00055_d2586_geometry_graph_preview.png","613","0.189666","2","2","0","very_sparse_mask|weak_direction_label"
"dst3322_00056_CE5260","train","val","train","CE","dst_rendered","images\dst3322_00056_CE5260.png","labels\dst3322_00056_CE5260_mask.png","labels\dst3322_00056_CE5260_density.npy","labels\dst3322_00056_CE5260_direction_xy.npy","labels\dst3322_00056_CE5260_direction_axis.npy","labels\dst3322_00056_CE5260_direction_confidence.npy","labels\dst3322_00056_CE5260_boundary.png","labels\dst3322_00056_CE5260_centerline.png","labels\dst3322_00056_CE5260_color_layer.png","labels\dst3322_00056_CE5260_path_order.npy","previews\dst3322_00056_CE5260_path_order_preview.png","labels\dst3322_00056_CE5260_stitch_type_heuristic.png","labels\dst3322_00056_CE5260_entry_exit_keypoints.json","previews\dst3322_00056_CE5260_entry_exit_preview.png","previews\dst3322_00056_CE5260_direction_axis_preview.png","external/raw_embroidery/CE5260.dst","7968","16492","0.251648","0.167068","0.707131","108.6","156.3","1.439227","0.685526","weak_direction_label","val","True","labels\dst3322_00056_CE5260_axis_valid_mask.png","labels\dst3322_00056_CE5260_cleaned_color_layer.png","previews\dst3322_00056_CE5260_cleaned_color_layer_preview.png","labels\dst3322_00056_CE5260_segment_id_map.npy","labels\dst3322_00056_CE5260_endpoint_heatmap.npy","graphs\dst3322_00056_CE5260_entry_exit_per_segment.json","graphs\dst3322_00056_CE5260_path_graph.json","previews\dst3322_00056_CE5260_geometry_graph_preview.png","4830","0.292869","65","260","181","color_islands_cleaned|weak_direction_label"
"dst3322_00057_0516","train","train","ood_val","051","dst_rendered","images\dst3322_00057_0516.png","labels\dst3322_00057_0516_mask.png","labels\dst3322_00057_0516_density.npy","labels\dst3322_00057_0516_direction_xy.npy","labels\dst3322_00057_0516_direction_axis.npy","labels\dst3322_00057_0516_direction_confidence.npy","labels\dst3322_00057_0516_boundary.png","labels\dst3322_00057_0516_centerline.png","labels\dst3322_00057_0516_color_layer.png","labels\dst3322_00057_0516_path_order.npy","previews\dst3322_00057_0516_path_order_preview.png","labels\dst3322_00057_0516_stitch_type_heuristic.png","labels\dst3322_00057_0516_entry_exit_keypoints.json","previews\dst3322_00057_0516_entry_exit_preview.png","previews\dst3322_00057_0516_direction_axis_preview.png","external/raw_embroidery/0516.dst","20177","27726","0.423065","0.194761","0.656965","115.4","118.0","1.02253","0.517544","weak_direction_label","train","False","labels\dst3322_00057_0516_axis_valid_mask.png","labels\dst3322_00057_0516_cleaned_color_layer.png","previews\dst3322_00057_0516_cleaned_color_layer_preview.png","labels\dst3322_00057_0516_segment_id_map.npy","labels\dst3322_00057_0516_endpoint_heatmap.npy","graphs\dst3322_00057_0516_entry_exit_per_segment.json","graphs\dst3322_00057_0516_path_graph.json","previews\dst3322_00057_0516_geometry_graph_preview.png","9511","0.343035","198","792","454","color_islands_cleaned|weak_direction_label"
"dst3322_00058_BLDG1012","train","train","train","BLDG","dst_rendered","images\dst3322_00058_BLDG1012.png","labels\dst3322_00058_BLDG1012_mask.png","labels\dst3322_00058_BLDG1012_density.npy","labels\dst3322_00058_BLDG1012_direction_xy.npy","labels\dst3322_00058_BLDG1012_direction_axis.npy","labels\dst3322_00058_BLDG1012_direction_confidence.npy","labels\dst3322_00058_BLDG1012_boundary.png","labels\dst3322_00058_BLDG1012_centerline.png","labels\dst3322_00058_BLDG1012_color_layer.png","labels\dst3322_00058_BLDG1012_path_order.npy","previews\dst3322_00058_BLDG1012_path_order_preview.png","labels\dst3322_00058_BLDG1012_stitch_type_heuristic.png","labels\dst3322_00058_BLDG1012_entry_exit_keypoints.json","previews\dst3322_00058_BLDG1012_entry_exit_preview.png","previews\dst3322_00058_BLDG1012_direction_axis_preview.png","external/raw_embroidery/BLDG1012.DST","2790","16071","0.245224","0.231907","0.58198","60.7","43.1","1.408353","0.266228","weak_direction_label","train","False","labels\dst3322_00058_BLDG1012_axis_valid_mask.png","labels\dst3322_00058_BLDG1012_cleaned_color_layer.png","previews\dst3322_00058_BLDG1012_cleaned_color_layer_preview.png","labels\dst3322_00058_BLDG1012_segment_id_map.npy","labels\dst3322_00058_BLDG1012_endpoint_heatmap.npy","graphs\dst3322_00058_BLDG1012_entry_exit_per_segment.json","graphs\dst3322_00058_BLDG1012_path_graph.json","previews\dst3322_00058_BLDG1012_geometry_graph_preview.png","6718","0.41802","1","0","0","weak_direction_label"
"dst3322_00059_ANID2017","train","train","train","ANID","dst_rendered","images\dst3322_00059_ANID2017.png","labels\dst3322_00059_ANID2017_mask.png","labels\dst3322_00059_ANID2017_density.npy","labels\dst3322_00059_ANID2017_direction_xy.npy","labels\dst3322_00059_ANID2017_direction_axis.npy","labels\dst3322_00059_ANID2017_direction_confidence.npy","labels\dst3322_00059_ANID2017_boundary.png","labels\dst3322_00059_ANID2017_centerline.png","labels\dst3322_00059_ANID2017_color_layer.png","labels\dst3322_00059_ANID2017_path_order.npy","previews\dst3322_00059_ANID2017_path_order_preview.png","labels\dst3322_00059_ANID2017_stitch_type_heuristic.png","labels\dst3322_00059_ANID2017_entry_exit_keypoints.json","previews\dst3322_00059_ANID2017_entry_exit_preview.png","previews\dst3322_00059_ANID2017_direction_axis_preview.png","external/raw_embroidery/ANID2017.DST","2691","12089","0.184464","0.172679","0.664571","52.2","26.6","1.962406","0.228947","weak_direction_label","val","True","labels\dst3322_00059_ANID2017_axis_valid_mask.png","labels\dst3322_00059_ANID2017_cleaned_color_layer.png","previews\dst3322_00059_ANID2017_cleaned_color_layer_preview.png","labels\dst3322_00059_ANID2017_segment_id_map.npy","labels\dst3322_00059_ANID2017_endpoint_heatmap.npy","graphs\dst3322_00059_ANID2017_entry_exit_per_segment.json","graphs\dst3322_00059_ANID2017_path_graph.json","previews\dst3322_00059_ANID2017_geometry_graph_preview.png","4055","0.335429","48","192","167","color_islands_cleaned|weak_direction_label"
"dst3322_00060_PLFL1054","train","train","train","PLFL","dst_rendered","images\dst3322_00060_PLFL1054.png","labels\dst3322_00060_PLFL1054_mask.png","labels\dst3322_00060_PLFL1054_density.npy","labels\dst3322_00060_PLFL1054_direction_xy.npy","labels\dst3322_00060_PLFL1054_direction_axis.npy","labels\dst3322_00060_PLFL1054_direction_confidence.npy","labels\dst3322_00060_PLFL1054_boundary.png","labels\dst3322_00060_PLFL1054_centerline.png","labels\dst3322_00060_PLFL1054_color_layer.png","labels\dst3322_00060_PLFL1054_path_order.npy","previews\dst3322_00060_PLFL1054_path_order_preview.png","labels\dst3322_00060_PLFL1054_stitch_type_heuristic.png","labels\dst3322_00060_PLFL1054_entry_exit_keypoints.json","previews\dst3322_00060_PLFL1054_entry_exit_preview.png","previews\dst3322_00060_PLFL1054_direction_axis_preview.png","external/raw_embroidery/PLFL1054.DST","6368","13944","0.212769","0.083942","0.957401","90.2","139.4","1.545455","0.611404","weak_direction_label","test","True","labels\dst3322_00060_PLFL1054_axis_valid_mask.png","labels\dst3322_00060_PLFL1054_cleaned_color_layer.png","previews\dst3322_00060_PLFL1054_cleaned_color_layer_preview.png","labels\dst3322_00060_PLFL1054_segment_id_map.npy","labels\dst3322_00060_PLFL1054_endpoint_heatmap.npy","graphs\dst3322_00060_PLFL1054_entry_exit_per_segment.json","graphs\dst3322_00060_PLFL1054_path_graph.json","previews\dst3322_00060_PLFL1054_geometry_graph_preview.png","594","0.042599","6","24","1","color_islands_cleaned|low_axis_valid_coverage|weak_direction_label"
"dst3322_00061_d2957","train","train","ood_test","d","dst_rendered","images\dst3322_00061_d2957.png","labels\dst3322_00061_d2957_mask.png","labels\dst3322_00061_d2957_density.npy","labels\dst3322_00061_d2957_direction_xy.npy","labels\dst3322_00061_d2957_direction_axis.npy","labels\dst3322_00061_d2957_direction_confidence.npy","labels\dst3322_00061_d2957_boundary.png","labels\dst3322_00061_d2957_centerline.png","labels\dst3322_00061_d2957_color_layer.png","labels\dst3322_00061_d2957_path_order.npy","previews\dst3322_00061_d2957_path_order_preview.png","labels\dst3322_00061_d2957_stitch_type_heuristic.png","labels\dst3322_00061_d2957_entry_exit_keypoints.json","previews\dst3322_00061_d2957_entry_exit_preview.png","previews\dst3322_00061_d2957_direction_axis_preview.png","external/raw_embroidery/d2957.dst","4585","18539","0.282883","0.226144","0.5948","119.5","99.5","1.201005","0.524123","weak_direction_label","train","False","labels\dst3322_00061_d2957_axis_valid_mask.png","labels\dst3322_00061_d2957_cleaned_color_layer.png","previews\dst3322_00061_d2957_cleaned_color_layer_preview.png","labels\dst3322_00061_d2957_segment_id_map.npy","labels\dst3322_00061_d2957_endpoint_heatmap.npy","graphs\dst3322_00061_d2957_entry_exit_per_segment.json","graphs\dst3322_00061_d2957_path_graph.json","previews\dst3322_00061_d2957_geometry_graph_preview.png","7512","0.4052","24","96","42","color_islands_cleaned|weak_direction_label"
"dst3322_00062_Z2CC0853","train","val","ood_val","Z","dst_rendered","images\dst3322_00062_Z2CC0853.png","labels\dst3322_00062_Z2CC0853_mask.png","labels\dst3322_00062_Z2CC0853_density.npy","labels\dst3322_00062_Z2CC0853_direction_xy.npy","labels\dst3322_00062_Z2CC0853_direction_axis.npy","labels\dst3322_00062_Z2CC0853_direction_confidence.npy","labels\dst3322_00062_Z2CC0853_boundary.png","labels\dst3322_00062_Z2CC0853_centerline.png","labels\dst3322_00062_Z2CC0853_color_layer.png","labels\dst3322_00062_Z2CC0853_path_order.npy","previews\dst3322_00062_Z2CC0853_path_order_preview.png","labels\dst3322_00062_Z2CC0853_stitch_type_heuristic.png","labels\dst3322_00062_Z2CC0853_entry_exit_keypoints.json","previews\dst3322_00062_Z2CC0853_entry_exit_preview.png","previews\dst3322_00062_Z2CC0853_direction_axis_preview.png","external/raw_embroidery/Z2CC0853.DST","11973","25607","0.390732","0.143087","0.812903","83.1","93.6","1.126354","0.410526","weak_direction_label","train","False","labels\dst3322_00062_Z2CC0853_axis_valid_mask.png","labels\dst3322_00062_Z2CC0853_cleaned_color_layer.png","previews\dst3322_00062_Z2CC0853_cleaned_color_layer_preview.png","labels\dst3322_00062_Z2CC0853_segment_id_map.npy","labels\dst3322_00062_Z2CC0853_endpoint_heatmap.npy","graphs\dst3322_00062_Z2CC0853_entry_exit_per_segment.json","graphs\dst3322_00062_Z2CC0853_path_graph.json","previews\dst3322_00062_Z2CC0853_geometry_graph_preview.png","4791","0.187097","17","68","27","color_islands_cleaned|weak_direction_label"
"dst3322_00063_d3247","train","train","ood_test","d","dst_rendered","images\dst3322_00063_d3247.png","labels\dst3322_00063_d3247_mask.png","labels\dst3322_00063_d3247_density.npy","labels\dst3322_00063_d3247_direction_xy.npy","labels\dst3322_00063_d3247_direction_axis.npy","labels\dst3322_00063_d3247_direction_confidence.npy","labels\dst3322_00063_d3247_boundary.png","labels\dst3322_00063_d3247_centerline.png","labels\dst3322_00063_d3247_color_layer.png","labels\dst3322_00063_d3247_path_order.npy","previews\dst3322_00063_d3247_path_order_preview.png","labels\dst3322_00063_d3247_stitch_type_heuristic.png","labels\dst3322_00063_d3247_entry_exit_keypoints.json","previews\dst3322_00063_d3247_entry_exit_preview.png","previews\dst3322_00063_d3247_direction_axis_preview.png","external/raw_embroidery/d3247.dst","2198","13476","0.205627","0.228665","0.532725","71.8","65.7","1.092846","0.314912","weak_direction_label","train","False","labels\dst3322_00063_d3247_axis_valid_mask.png","labels\dst3322_00063_d3247_cleaned_color_layer.png","previews\dst3322_00063_d3247_cleaned_color_layer_preview.png","labels\dst3322_00063_d3247_segment_id_map.npy","labels\dst3322_00063_d3247_endpoint_heatmap.npy","graphs\dst3322_00063_d3247_entry_exit_per_segment.json","graphs\dst3322_00063_d3247_path_graph.json","previews\dst3322_00063_d3247_geometry_graph_preview.png","6297","0.467275","18","72","28","color_islands_cleaned|weak_direction_label"
"dst3322_00064_55","train","train","train","55","dst_rendered","images\dst3322_00064_55.png","labels\dst3322_00064_55_mask.png","labels\dst3322_00064_55_density.npy","labels\dst3322_00064_55_direction_xy.npy","labels\dst3322_00064_55_direction_axis.npy","labels\dst3322_00064_55_direction_confidence.npy","labels\dst3322_00064_55_boundary.png","labels\dst3322_00064_55_centerline.png","labels\dst3322_00064_55_color_layer.png","labels\dst3322_00064_55_path_order.npy","previews\dst3322_00064_55_path_order_preview.png","labels\dst3322_00064_55_stitch_type_heuristic.png","labels\dst3322_00064_55_entry_exit_keypoints.json","previews\dst3322_00064_55_entry_exit_preview.png","previews\dst3322_00064_55_direction_axis_preview.png","external/raw_embroidery/55.dst","4197","26130","0.398712","0.215235","0.527669","57.6","60.3","1.046875","0.264474","weak_direction_label","train","False","labels\dst3322_00064_55_axis_valid_mask.png","labels\dst3322_00064_55_cleaned_color_layer.png","previews\dst3322_00064_55_cleaned_color_layer_preview.png","labels\dst3322_00064_55_segment_id_map.npy","labels\dst3322_00064_55_endpoint_heatmap.npy","graphs\dst3322_00064_55_entry_exit_per_segment.json","graphs\dst3322_00064_55_path_graph.json","previews\dst3322_00064_55_geometry_graph_preview.png","12342","0.472331","37","148","169","color_islands_cleaned|weak_direction_label"
"dst3322_00065_d2826","train","val","ood_test","d","dst_rendered","images\dst3322_00065_d2826.png","labels\dst3322_00065_d2826_mask.png","labels\dst3322_00065_d2826_density.npy","labels\dst3322_00065_d2826_direction_xy.npy","labels\dst3322_00065_d2826_direction_axis.npy","labels\dst3322_00065_d2826_direction_confidence.npy","labels\dst3322_00065_d2826_boundary.png","labels\dst3322_00065_d2826_centerline.png","labels\dst3322_00065_d2826_color_layer.png","labels\dst3322_00065_d2826_path_order.npy","previews\dst3322_00065_d2826_path_order_preview.png","labels\dst3322_00065_d2826_stitch_type_heuristic.png","labels\dst3322_00065_d2826_entry_exit_keypoints.json","previews\dst3322_00065_d2826_entry_exit_preview.png","previews\dst3322_00065_d2826_direction_axis_preview.png","external/raw_embroidery/d2826.dst","5349","3816","0.058228","0.127471","0.877621","151.2","351.0","2.321429","1.539474","sparse_mask|weak_direction_label","train","False","labels\dst3322_00065_d2826_axis_valid_mask.png","labels\dst3322_00065_d2826_cleaned_color_layer.png","previews\dst3322_00065_d2826_cleaned_color_layer_preview.png","labels\dst3322_00065_d2826_segment_id_map.npy","labels\dst3322_00065_d2826_endpoint_heatmap.npy","graphs\dst3322_00065_d2826_entry_exit_per_segment.json","graphs\dst3322_00065_d2826_path_graph.json","previews\dst3322_00065_d2826_geometry_graph_preview.png","467","0.122379","30","120","10","color_islands_cleaned|sparse_mask|weak_direction_label"
